date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:10:18	45530/45530	U-----	200	untouched ('OK')	text/html	etag:%22699aa350-b1da%22	https://docs.python.org/3/tutorial/floatingpoint.html	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3/tutorial/floatingpoint.html	(from https://docs.python.org/3/tutorial/)
23:10:18	28908/28908	U-----	200	untouched ('OK')	text/html	etag:%22699aa350-70ec%22	https://docs.python.org/3/tutorial/appendix.html	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3/tutorial/appendix.html	(from https://docs.python.org/3/tutorial/)
23:10:19	7871/7871	U-----	200	untouched ('')	application/javascript	etag:%22699aa350-1ebf%22	https://docs.python.org/3/_static/switchers.js	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3/_static/switchers.js	(from https://docs.python.org/3/tutorial/)
23:10:44	83553/83553	U-----	200	untouched ('')	image/png	etag:%22699aa322-14661%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_appetite_f14b9c18.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_appetite_f14b9c18.png	(from https://docs.python.org/3/tutorial/appetite.html)
23:10:44	83982/83982	U-----	200	untouched ('')	image/png	etag:%22699aa323-1480e%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_interpreter_1e63b904.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_interpreter_1e63b904.png	(from https://docs.python.org/3/tutorial/interpreter.html)
23:10:44	88606/88606	U-----	200	untouched ('')	image/png	etag:%22699aa323-15a1e%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_introduction_dca1cd17.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_introduction_dca1cd17.png	(from https://docs.python.org/3/tutorial/introduction.html)
23:10:47	14685/14685	U-----	200	untouched ('OK')	text/css	etag:%22699aa2f2-395d%22	https://docs.python.org/3/_static/basic.css	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3/_static/basic.css	(from https://docs.python.org/3/_static/classic.css?v=234b1a7c)
23:11:11	80103/80103	U-----	200	untouched ('')	image/png	etag:%22699aa322-138e7%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_controlflow_a44c5fc7.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_controlflow_a44c5fc7.png	(from https://docs.python.org/3/tutorial/controlflow.html)
23:11:11	79600/79600	U-----	200	untouched ('')	image/png	etag:%22699aa322-136f0%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_datastructures_5322edaa.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_datastructures_5322edaa.png	(from https://docs.python.org/3/tutorial/datastructures.html)
23:11:11	73061/73061	U-----	200	untouched ('')	image/png	etag:%22699aa323-11d65%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_modules_2da1f578.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_modules_2da1f578.png	(from https://docs.python.org/3/tutorial/modules.html)
23:11:13	76175/76175	U-----	200	untouched ('')	image/png	etag:%22699aa323-1298f%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_inputoutput_a32b759c.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_inputoutput_a32b759c.png	(from https://docs.python.org/3/tutorial/inputoutput.html)
23:11:37	78472/78472	U-----	200	untouched ('')	image/png	etag:%22699aa322-13288%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_classes_5343cc48.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_classes_5343cc48.png	(from https://docs.python.org/3/tutorial/classes.html)
23:11:37	83919/83919	U-----	200	untouched ('')	image/png	etag:%22699aa322-147cf%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_errors_8039602e.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_errors_8039602e.png	(from https://docs.python.org/3/tutorial/errors.html)
23:11:37	88495/88495	U-----	200	untouched ('')	image/png	etag:%22699aa323-159af%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_stdlib_0865b881.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_stdlib_0865b881.png	(from https://docs.python.org/3/tutorial/stdlib.html)
23:11:39	89327/89327	U-----	200	untouched ('')	image/png	etag:%22699aa323-15cef%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_stdlib2_784239a1.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_stdlib2_784239a1.png	(from https://docs.python.org/3/tutorial/stdlib2.html)
23:12:03	93185/93185	U-----	200	untouched ('')	image/png	etag:%22699aa324-16c01%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_venv_56f836f1.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_venv_56f836f1.png	(from https://docs.python.org/3/tutorial/venv.html)
23:12:03	91786/91786	U-----	200	untouched ('')	image/png	etag:%22699aa323-1668a%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_interactive_6381553c.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_interactive_6381553c.png	(from https://docs.python.org/3/tutorial/interactive.html)
23:12:03	75936/75936	U-----	200	untouched ('')	image/png	etag:%22699aa324-128a0%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_whatnow_ebc074df.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_whatnow_ebc074df.png	(from https://docs.python.org/3/tutorial/whatnow.html)
23:12:03	96546/96546	U-----	200	untouched ('')	image/png	etag:%22699aa323-17922%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_floatingpoint_c638e124.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_floatingpoint_c638e124.png	(from https://docs.python.org/3/tutorial/floatingpoint.html)
23:12:03	72383/72383	U-----	200	untouched ('')	image/png	etag:%22699aa322-11abf%22	https://docs.python.org/3.14/_images/social_previews/summary_tutorial_appendix_6c41129c.png	C:/My%20Web%20Sites/py_tutorial/docs.python.org/3.14/_images/social_previews/summary_tutorial_appendix_6c41129c.png	(from https://docs.python.org/3/tutorial/appendix.html)
